VideoCompletes,SocialLikes,SocialShares,conversion
242576,141,8,0
241575,141,8,10
244272,138,8,269
244102,143,15,0
433757,141,13,13
431716,142,13,2
354623,143,13,2
353431,135,13,40
346345,142,13,0
346665,144,13,8
347798,142,13,26
364067,169,13,0
363413,169,13,4
354076,139,16,105
350396,154,16,0
350857,156,16,0
356128,150,16,369
351439,157,16,2
545834,158,16,64
546575,126,16,2
480939,126,16,13
475794,114,10,67
465979,126,10,4
481539,124,10,12
484936,125,10,129
489919,153,10,0
490608,153,10,24
483957,128,10,51
483751,134,10,4
483899,134,10,6
486005,130,10,418
486005,137,10,10
684474,137,10,35
687028,139,3,0
491859,141,3,4
493707,134,3,75
493463,140,3,0
493041,141,3,7
496012,134,3,159
512018,157,3,0
513156,157,3,15
494273,130,3,209
490755,147,3,0
492955,146,0,28
494566,132,0,730
494105,131,0,4
755316,133,0,25
755734,129,0,0
555646,128,0,19
554908,128,0,102
554908,135,0,0
556824,136,0,11
557529,124,0,116
553684,148,2,0
552252,145,2,13
542382,117,2,69
541368,137,2,0
531256,137,2,4
537068,131,2,656
537309,135,2,0
800670,135,2,30
803445,142,2,0
614089,142,2,27
611821,136,2,69
613486,141,6,2
610604,141,6,0
612321,134,6,78
621810,137,6,20
618916,137,6,24
604006,113,6,146
601662,123,7,10
603565,123,7,1
611921,106,7,731
607210,112,7,3
606828,117,7,2
611031,140,7,8
344234,139,7,0
344425,134,7,192
341555,135,7,1
341629,135,7,6
347961,128,7,52
356205,163,7,6
359621,163,7,2
347839,139,5,202
345874,147,5,0
345325,147,5,11
347073,129,5,521
345743,132,6,0
343295,132,6,3
344321,130,6,0
78854,130,6,2
76381,116,6,171
66127,118,6,4
69062,117,6,1
65437,111,2,34
72859,124,2,1
72077,124,2,1
62799,120,2,122
62725,130,22,0
61305,129,22,4
62750,119,21,448
62064,140,21,1
53708,140,21,0
54802,134,21,8
54679,128,21,1
54371,104,21,158
56203,106,21,2
55594,106,21,0
56202,106,21,105
65857,125,21,0
59525,125,21,0
49527,89,21,59
45394,128,21,0
45401,128,21,4
63030,120,21,430
63320,122,21,0
61572,120,21,0
62047,121,20,0
61828,121,20,25
60488,119,20,72
60488,126,20,3
60186,126,20,0
59695,124,20,143
64437,161,22,0
64485,160,22,0
57451,153,22,176
56343,170,23,0
56132,170,23,1
62464,160,3,957
62537,160,3,2
67864,160,3,0
68203,140,3,1
68220,147,3,0
67131,145,3,45
67595,158,4,0
66005,158,4,7
65617,155,4,180
73240,170,4,0
76870,169,4,0
67139,150,4,116
67139,155,4,0
65810,155,4,13
79287,119,4,571
80779,124,4,0
63150,124,4,2
69794,137,4,0
70067,137,4,0
70228,133,4,55
67661,152,4,0
68790,150,4,2
72660,143,4,26
79934,176,7,1
79187,176,7,0
73646,140,5,45
73597,147,5,0
73420,141,5,4
78080,126,5,588
78089,135,5,0
71754,144,5,4
73651,153,5,1
71614,153,5,0
69609,152,5,56
69592,165,5,3
69846,167,5,39
69153,154,4,68
88486,169,4,4
87042,169,4,0
79509,155,4,77
74597,162,4,0
74725,162,4,0
80377,158,4,348
83943,162,4,1
70466,159,4,2
71124,163,4,4
73659,163,4,0
66739,148,4,86
66473,156,4,0
65574,156,4,4
65645,137,4,60
73047,154,4,0
69177,154,4,3
61903,121,1,90
62148,123,1,0
59726,122,1,0
70964,115,1,265
70752,122,1,0
66087,120,0,0
67030,122,0,19
67030,113,0,12
65057,104,0,40
60320,104,0,35
60204,104,0,0
62148,86,0,140
68786,127,0,0
67909,127,0,0
46272,112,0,22
46272,123,0,4
46188,124,0,0
52532,118,0,301
52403,124,0,0
46751,123,0,4
43866,124,0,14
43871,124,0,14
42204,115,0,137
39675,139,0,0
39661,139,0,0
39657,131,0,88
46648,165,0,0
45995,165,0,0
44338,148,0,58
47851,174,0,0
47851,174,0,0
51824,174,0,358
52518,178,0,0
41280,178,0,0
42336,195,0,0
45849,195,0,0
45452,184,0,154
45452,187,0,0
45461,187,0,0
45467,187,0,174
56633,234,3,0
54692,232,3,0
53800,189,3,80
53800,197,3,0
53799,197,3,5
61391,186,3,275
61385,190,3,0
54032,189,3,10
56793,212,3,3
56793,212,3,0
56112,207,3,78
56107,212,3,0
57108,213,3,0
57483,189,3,163
73926,208,4,1
75529,208,4,10
70844,174,4,183
70854,183,4,0
63874,183,4,17
63219,158,4,449
63219,162,4,0
68053,160,4,1
68774,163,4,0
72567,163,4,0
73087,139,4,87
69574,157,4,4
69019,157,4,12
71378,154,4,117
77141,163,5,0
77323,164,5,0
66840,121,2,73
66837,133,2,7
60832,133,2,0
67339,128,2,430
67339,131,2,13
59823,131,2,0
61163,141,2,0
68918,141,2,19
66178,112,2,131
66201,116,2,3
66201,116,2,6
66810,111,2,101
72238,120,2,1
71858,120,2,0
55878,101,1,212
54272,106,1,0
52357,107,1,0
59137,100,1,268
62831,106,1,1
59973,105,1,0
61990,104,1,0
55226,104,1,1
54177,97,1,82
50384,98,1,6
48808,98,1,0
52247,80,1,147
73340,130,1,2
70981,130,1,30
74229,121,0,207
74041,123,0,0
73370,119,0,5
76019,107,0,440
82445,127,0,0
75938,124,0,0
76152,133,0,0
76076,133,0,0
76422,117,0,52
68470,118,0,0
68449,118,0,0
69082,114,0,150
86482,204,6,0
85873,204,6,0
78958,194,6,98
78957,209,6,2
78834,209,6,0
84224,205,6,210
83833,211,7,4
77043,209,7,0
73577,217,7,0
73577,217,7,0
71560,214,7,208
68953,225,7,0
68587,225,7,0
72319,226,7,62
89142,303,8,3
85703,303,8,0
67873,253,8,90
67880,272,8,0
58860,272,8,0
64733,270,8,384
64721,290,8,1
62314,290,8,0
57790,282,8,1
57790,282,8,0
58438,270,8,257
62350,285,9,4
60664,285,9,0
61389,284,9,131
79653,338,9,0
78997,340,9,1
67052,250,3,115
67059,254,3,0
67055,254,3,0
72359,241,3,417
72023,255,3,2
66637,254,3,0
66934,251,2,0
66934,251,2,0
66988,238,2,116
66988,256,2,6
69485,256,2,1
73331,245,2,122
97150,324,3,0
93418,322,3,4
76595,245,2,81
76857,250,2,0
73594,250,2,5
75103,231,2,805
75103,261,2,0
73246,260,2,15
73603,257,2,2
73668,257,2,1
74229,245,2,85
74229,256,2,40
73367,256,2,16
69455,241,1,98
90095,286,2,0
92159,288,2,0
76643,234,2,277
76731,244,2,7
71397,244,2,5
82887,242,2,929
82887,249,2,2
77590,247,2,31
79070,246,2,1
80106,246,2,0
81053,242,2,89
83268,253,2,0
83259,254,2,0
86024,236,2,153
103203,263,2,0
101561,263,2,0
78093,194,1,101
78093,200,1,0
78096,200,1,16
79550,195,1,797
79550,204,1,6
297447,204,1,17
300175,182,1,6
297392,182,1,0
297709,165,1,27
297598,183,1,0
299302,183,1,12
300991,174,1,100
313500,191,2,9
313510,191,2,0
292870,146,1,144
290082,161,1,0
287768,161,1,1
290886,152,1,541
291274,161,1,0
544607,159,1,23
545039,175,3,5
546407,175,3,8
547171,162,3,113
546137,171,3,8
544893,171,3,5
543208,160,3,46
558373,183,3,1
555615,183,3,9
536267,156,3,70
534063,176,3,1
540222,166,3,17
545583,160,3,289
545580,168,5,0
811538,168,5,30
812000,172,5,0
592630,172,5,5
589919,164,5,78
588686,170,5,2
588825,170,5,6
589183,153,5,80
598538,170,5,4
596855,168,5,11
593328,151,4,78
593318,155,4,0
596048,155,4,12
601704,140,4,268
601270,153,4,5
834833,150,4,28
834858,155,4,1
573523,155,4,20
573237,133,2,227
581768,156,2,2
580407,156,2,2
580890,147,2,213
595478,171,2,0
594964,171,2,13
579791,146,2,88
579784,149,2,8
583670,150,2,17
589518,131,2,858
583099,136,2,1
869743,136,2,26
870030,140,0,0
602358,140,0,2
609888,127,0,60
609845,133,1,1
618060,133,1,12
618063,127,1,80
629985,143,1,21
632330,142,1,6
619012,125,1,101
619078,130,1,0
612225,132,1,13
617648,128,1,612
614918,129,1,0
903850,128,1,31
905896,121,1,0
669443,122,1,8
669444,108,1,215
665949,110,1,4
673911,109,1,10
666385,86,1,155
686609,138,1,0
686703,138,1,0
672119,114,1,171
672860,116,1,0
673652,117,1,10
681504,116,1,724
677296,127,1,0
902695,126,1,23
903044,136,1,6
611258,136,1,0
611077,124,1,123
612086,127,1,1
604242,127,1,23
605661,121,0,310
617126,162,1,4
617951,162,1,10
605597,149,1,214
602698,158,1,0
603047,158,1,10
610654,155,1,660
609401,162,2,14
876856,162,2,32
877662,177,2,0
583399,176,2,3
581353,170,2,134
581037,182,3,0
581533,182,3,5
581654,180,3,206
584107,202,3,3
581734,203,3,24
560648,151,3,71
560065,156,3,3
563769,156,3,15
566307,154,3,719
565220,158,3,0
840924,156,3,29
841316,148,3,0
610425,148,3,6
609989,133,3,148
609770,147,3,0
609674,148,3,12
609181,145,3,131
627159,179,5,0
630876,179,5,9
612952,138,4,48
612124,158,4,0
613064,155,4,4
617629,146,4,252
617076,151,4,9
866375,150,4,32
868631,155,3,0
595881,156,3,5
596093,140,3,51
595767,153,5,0
596583,153,5,5
596587,141,4,248
609377,156,4,3
617227,156,4,4
610805,136,4,44
610798,152,7,1
615705,152,7,19
617221,147,7,401
613513,151,7,0
862296,151,7,33
863066,159,7,2
582215,159,7,9
593188,155,7,164
592832,167,7,0
604027,170,7,11
604139,156,7,167
625510,182,7,1
630658,182,7,12
617001,148,5,42
611865,153,5,0
610092,153,5,75
616045,134,5,446
614724,142,6,4
860926,142,6,36
860926,137,6,2
604275,145,6,3
602891,131,6,32
603762,130,6,145
602744,151,6,4
605707,141,4,10
610898,141,4,159
624424,162,5,28
613445,147,5,34
605474,147,5,33
601340,167,5,2
602941,150,2,21
598201,150,2,658
596790,161,3,0
867084,157,3,25
615006,157,3,10
619806,150,3,0
618857,150,3,3
607501,150,3,208
607532,149,3,0
596340,149,3,4
599824,149,3,167
601890,165,6,0
596224,165,6,4
593067,165,6,105
593067,166,6,0
595625,166,6,1
596168,165,6,563
597265,177,5,0
593642,179,5,68
593642,179,5,5
593888,186,5,1
595516,186,5,25
594517,188,5,121
594517,181,5,0
591920,178,5,20
588734,178,5,150
590999,182,4,3
588164,182,4,0
588293,182,4,116
588288,176,6,0
596573,177,6,19
613462,179,6,1049
613357,173,5,12
624222,173,5,35
624223,173,5,82
619288,189,5,3
617771,190,5,67
619773,190,5,107
619742,190,5,8
630508,187,5,48
631395,187,5,266
625075,160,2,3
625957,160,2,24
629714,160,2,68
629714,156,2,4
627760,157,2,4
641120,167,2,757
640923,162,4,0
630921,160,4,66
633349,160,4,45
636637,155,4,5
638021,155,4,4
641426,153,4,105
641426,150,4,0
641060,151,4,2
639337,151,4,346
638080,158,4,0
646241,159,4,3
646112,159,4,91
646542,158,2,1
636656,157,2,14
631518,155,2,399
631518,157,2,0
613651,157,2,35
613650,157,2,40
613665,169,2,0
615142,168,2,73
613967,168,2,123
614418,164,2,0
610112,164,2,17
609941,165,2,239
606668,177,3,1
607674,177,3,27
602911,178,3,53
602911,185,3,0
602307,184,3,9
590808,174,3,311
589908,164,1,0
637512,165,1,33
635084,165,1,22
631869,172,1,0
638971,172,1,2
648173,172,1,290
653732,162,1,7
654002,161,1,16
654157,163,1,147
655411,146,1,1
649199,145,1,8
650504,145,1,90
650074,131,1,0
650074,131,1,26
638837,132,1,676
646383,152,2,5
680785,152,2,45
680785,152,2,15
680634,147,2,0
678973,148,2,6
679185,149,2,135
679507,148,2,0
674586,148,2,13
670863,147,2,286
671504,138,2,14
671606,138,2,58
671322,137,2,166
671322,131,2,0
678962,131,2,11
681978,133,2,993
684356,129,2,1
643341,128,2,30
643341,128,2,14
644176,127,2,0
632698,127,2,5
620092,127,2,164
614533,129,2,0
616517,129,2,0
615416,127,2,166
604725,125,2,0
605390,128,2,1
604085,128,2,91
604085,142,2,0
607165,144,2,10
617458,145,2,965
609942,126,1,0
564941,129,1,36
564941,129,1,13
565106,115,1,0
569109,115,1,3
570661,114,1,113
570033,111,1,0
571444,112,1,13
572367,112,1,246
567766,109,0,24
578545,113,0,16
578784,113,0,96
578784,122,1,0
571144,122,1,4
563995,124,1,1077
563141,126,1,0
599361,126,1,57
599720,127,1,9
598646,114,1,0
602100,116,1,5
602099,116,1,99
602099,120,1,1
603446,120,1,15
608051,120,1,320
619216,116,1,0
616938,113,1,15
616938,114,1,38
616938,107,1,0
614149,105,1,9
619345,103,1,808
619318,97,1,0
621575,95,2,21
621575,95,2,20
621551,93,2,0
620782,92,2,18
618524,92,2,157
622632,92,2,0
620441,92,3,0
620174,92,3,332
615368,100,3,10
603068,96,3,11
603390,97,3,59
603390,91,2,0
604026,91,2,5
619551,88,2,473
620298,98,2,7
590475,98,2,37
590116,101,2,34
593329,119,3,0
592627,121,3,4
592987,122,3,53
592987,129,3,3
590434,129,3,1
589098,129,3,304
578263,133,3,0
577920,133,3,10
579061,132,3,50
579061,131,3,0
578866,131,3,8
572669,132,3,536
572666,140,3,0
604684,144,2,54
604684,144,2,24
604516,152,2,6
604946,154,2,14
605129,154,2,81
600876,162,3,11
600111,161,2,19
599937,161,2,400
601117,156,2,0
600876,157,2,10
601571,159,2,96
601571,162,3,1
605061,162,3,17
596271,162,3,693
594000,152,3,0
624356,152,3,62
624356,148,3,7
621211,136,2,0
618075,132,2,8
619641,131,2,97
619905,119,2,0
619884,119,2,2
621944,119,2,351
616723,105,2,1
618744,105,2,47
618591,105,2,21
618591,105,2,0
620124,105,2,10
615397,107,2,517
615397,101,2,1
588925,98,2,57
588925,98,2,176
588977,88,2,0
585269,86,2,45
584744,86,2,172
584744,75,1,0
585788,75,1,10
585118,75,1,174
595443,69,4,9
599069,68,4,18
599681,65,4,40
601011,57,3,0
606277,59,3,21
618445,59,3,794
618472,58,3,0
610162,60,3,49
610162,60,3,32
611578,59,3,11
612632,59,3,53
611914,59,3,137
611650,57,3,0
613394,58,3,9
613921,61,3,140
631830,98,7,0
632836,98,7,7
631865,98,7,25
631866,91,7,0
633614,91,7,20
644067,88,7,790
644067,87,7,0
651984,85,7,62
651984,85,7,75
653204,96,9,4
657454,96,9,27
657947,96,9,192
657947,96,9,0
658425,97,9,50
658024,97,9,138
660124,120,9,3
656505,128,9,6
657428,128,9,141
656759,127,9,2
651185,127,9,23
639312,127,9,884
639285,131,9,0
671769,131,9,50
675340,131,9,0
675334,137,10,0
674923,137,10,7
673715,137,10,145
673715,137,10,20
675259,136,10,21
670121,134,10,306
668619,128,8,0
667633,129,8,6
669456,129,8,25
669798,129,8,0
666661,129,8,10
658619,133,8,377
658827,132,9,0
657196,134,9,23
662816,134,9,3
663153,132,8,11
661408,132,8,41
661306,132,8,71
661306,132,8,1
661070,132,8,2
662649,134,8,67
655016,110,6,1
657041,102,6,11
654699,103,6,49
656017,103,6,1
654294,103,6,26
647907,104,6,644
647907,106,6,0
608345,104,6,53
604779,104,6,5
606974,122,5,1
609069,123,5,8
609073,123,5,124
609073,123,5,0
606755,125,5,10
605885,124,5,99
597975,115,4,1
596617,114,4,40
595807,114,4,91
595464,114,4,0
598532,114,4,16
604882,114,4,867
604674,116,3,0
633632,115,3,77
628012,115,3,30
627160,112,2,25
624853,113,2,6
630741,114,2,116
630741,114,2,0
630108,113,2,14
635190,111,2,157
641675,124,5,0
640542,125,5,39
644122,124,5,37
642173,128,5,0
644294,126,5,27
647409,124,5,771
647409,123,5,0
512715,125,5,190
513353,125,5,22
512799,108,5,0
510349,107,5,27
510345,107,5,99
510345,107,5,0
513014,106,5,2
515667,106,5,50
515584,99,4,0
516163,99,4,14
515284,99,5,145
516490,101,5,0
515365,103,5,5
508283,101,5,581
510546,98,5,0
315088,100,5,57
315414,100,5,33
318137,88,5,2
318914,87,5,24
313244,86,5,96
318016,90,5,0
319120,90,5,25
315759,90,5,80
313323,100,2,0
317284,101,2,10
316370,102,2,84
318035,105,2,0
315909,106,2,22
311291,106,2,741
311291,102,2,0
329501,100,2,139
328858,100,2,0
327528,95,2,0
328549,95,2,40
329634,95,10,163
329634,98,10,0
325690,97,10,79
323579,104,10,109
322886,123,10,0
322389,123,10,19
322242,123,9,93
321036,123,9,0
319580,121,9,10
325235,128,9,826
323947,131,9,1
366124,128,9,113
365798,128,9,3
364672,138,9,7
368715,138,9,21
368125,139,9,151
363353,136,9,4
369084,137,9,29
366226,138,9,58
362277,136,10,0
357304,134,10,28
354757,133,10,64
353062,127,10,0
357761,126,10,22
358740,126,10,712
358809,124,10,0
356037,127,10,93
356037,127,10,0
356863,133,10,0
358608,133,10,40
358877,133,2,110
358877,130,2,0
361236,132,2,44
360694,125,2,40
358567,116,2,0
362746,116,2,1
367062,116,2,24
367062,114,2,0
374601,114,2,29
364967,105,2,516
363992,108,2,0
355708,108,2,65
355708,108,2,7
362960,111,2,21
359273,111,2,27
362889,110,2,147
362889,109,2,0
355756,108,2,13
356546,109,2,58
359703,116,0,0
363241,116,0,14
364440,116,0,26
364440,123,0,11
359750,128,0,8
367022,129,0,639
366953,133,0,0
380908,130,0,81
380908,130,0,0
380053,128,0,8
377644,128,0,39
376290,129,0,107
376291,132,0,0
379425,130,0,25
381035,130,0,94
386066,127,0,0
387073,127,0,51
385064,127,0,64
385632,131,0,25
381690,131,0,24
385440,132,0,715
385440,128,0,0
384663,128,0,112
385756,128,0,2
377224,129,0,62
377075,129,0,4
374026,129,0,98
374026,131,0,0
379544,140,0,42
385575,138,0,41
384008,124,5,0
384365,124,5,25
382899,127,5,142
382899,120,5,0
385161,117,5,46
378443,116,5,934
378443,112,5,6
400469,112,5,178
404824,112,5,0
404469,111,6,9
411830,122,6,10
413073,121,6,85
413072,121,6,0
412736,126,6,53
411698,126,6,95
415905,151,6,0
412795,151,6,3
410614,151,6,120
410679,148,6,0
408920,149,6,12
411116,150,7,1081
411117,152,7,0
464162,152,7,108
463069,152,7,5
462141,143,7,17
464415,144,7,24
467684,144,7,186
467684,143,7,0
