VideoCompletes,SocialLikes,SocialShares,conversion,CampaignID,AdDigitalChannel
9494,5,0,75,4,Search
13065,5,0,0,4,Search
18685,5,0,3,4,Search
18690,5,0,5,4,Search
18690,5,0,30,4,Search
19333,5,0,22,4,Search
19659,5,0,33,4,Search
19659,5,0,0,4,Search
14822,5,0,3,4,Search
14822,5,0,0,4,Search
14718,5,0,7,4,Search
14718,5,0,0,4,Search
14046,5,0,2,4,Search
18401,5,0,0,4,Search
18401,5,0,5,4,Search
20654,17,0,118,5,Search
20654,17,0,82,5,Search
21528,17,0,153,5,Search
21528,20,0,396,5,Search
20296,20,0,236,5,Search
17763,22,0,270,5,Search
20848,22,0,324,5,Search
20848,22,0,252,5,Search
20603,22,0,53,5,Search
17747,23,0,4,5,Search
15092,11,0,62,5,Search
15092,11,0,121,5,Search
16744,12,0,56,5,Search
19498,12,0,46,5,Search
19712,12,0,41,5,Search
19712,12,1,55,5,Search
21124,12,1,29,5,Search
21124,10,1,56,5,Search
21403,10,1,131,5,Search
22155,10,1,30,5,Search
22223,10,1,41,5,Search
19385,10,1,52,5,Search
28246,10,1,75,5,Search
31065,15,1,46,5,Search
32795,19,1,58,5,Search
32504,19,1,39,5,Search
33192,21,1,89,5,Search
32484,21,1,14,5,Search
38451,21,1,18,5,Search
36992,19,1,33,5,Search
44291,19,1,2,5,Search
46156,19,1,50,5,Search
45306,19,1,48,5,Search
45334,17,1,36,5,Search
44360,17,1,87,5,Search
48930,15,1,161,5,Search
45896,15,1,53,5,Search
49702,15,1,33,5,Search
50026,15,1,94,5,Search
50049,14,1,31,5,Search
50357,14,1,20,5,Search
51455,14,1,87,5,Search
49801,13,1,203,5,Search
45769,13,1,77,5,Search
45558,13,1,56,5,Search
45561,13,0,49,5,Search
44161,18,0,91,5,Search
46069,18,0,146,5,Search
45793,18,0,140,5,Search
45059,18,0,114,5,Search
46342,18,0,75,5,Search
45767,18,0,45,5,Search
37072,18,0,41,5,Search
34605,13,0,207,5,Search
37919,9,0,66,5,Search
40293,9,0,63,5,Search
40469,7,0,44,5,Search
40357,7,0,111,5,Search
35020,8,0,104,5,Search
36486,8,0,56,5,Search
28597,8,0,82,5,Search
26732,8,0,92,5,Search
26815,8,0,101,5,Search
26787,7,0,40,5,Search
26272,7,0,136,5,Search
22058,8,0,36,5,Search
22007,8,0,43,5,Search
23265,8,0,92,5,Search
25118,8,0,156,5,Search
25172,8,0,43,5,Search
25850,8,0,81,5,Search
25002,8,0,61,5,Search
26023,8,0,46,5,Search
26147,13,0,17,5,Search
26658,13,0,30,5,Search
28108,14,0,48,5,Search
28100,9,0,23,5,Search
26196,9,0,85,5,Search
31864,9,0,114,5,Search
34536,9,0,82,5,Search
33307,9,0,62,5,Search
37595,9,0,111,5,Search
37431,9,0,88,5,Search
38301,9,0,42,5,Search
35961,9,0,59,5,Search
33706,9,0,112,5,Search
35480,9,0,55,5,Search
43197,9,0,96,5,Search
42451,10,0,160,5,Search
40985,10,0,19,5,Search
40983,10,0,97,5,Search
41790,11,0,79,5,Search
41772,11,0,107,5,Search
41772,11,0,375,5,Search
41775,11,0,60,5,Search
41103,9,0,159,5,Search
42542,9,0,82,5,Search
42946,10,1,104,5,Search
40771,10,1,58,5,Search
41536,10,1,141,5,Search
40537,10,1,83,5,Search
40287,10,1,40,5,Search
46544,10,1,68,5,Search
46427,5,1,64,5,Search
46529,5,1,160,5,Search
47659,4,1,117,5,Search
47664,4,1,59,5,Search
47751,4,1,43,5,Search
44149,10,1,33,5,Search
41465,10,1,69,5,Search
41344,10,1,138,5,Search
36884,10,2,107,5,Search
38743,10,2,99,5,Search
37892,12,2,105,5,Search
36439,13,2,100,5,Search
43980,17,2,84,5,Search
41355,17,2,128,5,Search
33746,17,2,76,5,Search
34163,15,2,65,5,Search
37448,15,2,42,5,Search
38676,15,2,91,5,Search
38378,14,2,64,5,Search
38488,14,2,159,5,Search
38488,15,2,42,5,Search
38485,15,2,89,5,Search
38206,15,2,115,5,Search
36774,15,2,72,5,Search
31373,16,1,70,5,Search
31793,16,1,40,5,Search
32118,16,1,67,5,Search
35001,16,1,75,5,Search
35004,16,1,102,5,Search
28012,17,1,69,5,Search
28614,17,1,192,5,Search
28300,17,1,171,5,Search
29612,17,1,158,5,Search
29739,19,1,72,5,Search
29653,19,1,45,5,Search
28482,13,1,55,5,Search
28592,13,1,56,5,Search
28605,13,1,86,5,Search
28593,13,0,40,5,Search
27217,13,0,137,5,Search
27401,11,0,154,5,Search
26150,10,0,78,5,Search
20062,6,0,87,5,Search
19554,6,0,131,5,Search
19812,6,0,82,5,Search
20726,6,0,52,5,Search
17441,6,0,208,5,Search
17075,6,0,257,5,Search
16878,7,0,116,5,Search
19142,7,0,85,5,Search
20386,6,0,89,5,Search
21060,6,0,27,5,Search
23308,6,0,113,5,Search
23318,6,0,78,5,Search
23397,5,0,227,5,Search
30967,5,0,60,5,Search
30335,5,0,215,5,Search
27558,5,0,123,5,Search
27555,5,0,134,5,Search
27273,4,0,148,5,Search
27682,4,0,51,5,Search
38751,4,0,164,5,Search
35855,4,0,145,5,Search
35734,2,0,208,5,Search
35729,4,0,121,5,Search
36847,4,0,107,5,Search
40136,4,0,105,5,Search
40964,4,0,123,5,Search
53571,4,0,290,5,Search
54135,5,0,135,5,Search
53581,5,0,164,5,Search
56187,5,0,113,5,Search
54611,5,0,99,5,Search
54938,5,0,157,5,Search
54932,6,0,53,5,Search
53777,6,0,81,5,Search
55703,6,0,97,5,Search
54847,6,0,172,5,Search
55743,5,0,137,5,Search
53779,5,0,192,5,Search
52535,5,0,145,5,Search
52258,5,0,71,5,Search
50014,5,0,124,5,Search
56282,6,0,116,5,Search
56136,5,0,99,5,Search
48759,5,0,96,5,Search
49309,5,8,163,5,Search
49228,6,8,151,5,Search
50582,6,8,110,5,Search
54219,6,8,147,5,Search
53201,7,8,107,5,Search
42422,7,8,98,5,Search
42666,7,8,85,5,Search
46512,7,8,186,5,Search
85412,90,0,0,4,Social
99703,95,0,1,4,Social
111126,91,0,0,4,Social
125582,90,0,0,4,Social
144705,90,0,0,4,Social
150023,90,0,0,4,Social
157811,88,0,0,4,Social
162840,91,0,4,4,Social
166959,97,0,0,4,Social
172261,97,0,0,4,Social
175511,95,0,7,4,Social
178895,97,0,1,4,Social
180053,82,0,13,4,Social
179578,83,0,1,4,Social
182657,79,0,8,4,Social
186011,75,0,0,4,Social
201045,75,0,0,4,Social
218101,81,0,0,4,Social
235989,81,0,10,4,Social
252046,87,0,0,4,Social
263603,90,0,4,4,Social
274946,88,0,17,4,Social
291080,92,0,0,4,Social
313428,97,5,13,4,Social
334429,109,5,0,4,Social
355777,124,5,1,4,Social
372726,131,8,0,4,Social
387089,131,8,0,4,Social
396009,132,8,0,4,Social
404127,134,9,4,4,Social
409685,135,9,0,4,Social
419792,133,9,2,4,Social
418264,142,9,0,4,Social
413586,150,9,1,4,Social
422268,152,9,0,4,Social
439769,155,9,5,4,Social
454744,149,9,2,4,Social
452597,150,10,0,4,Social
459237,159,10,0,4,Social
456141,170,10,8,4,Social
462356,173,10,0,4,Social
460679,184,10,6,4,Social
460395,192,10,4,4,Social
462052,203,16,0,4,Social
458139,208,16,2,4,Social
452851,207,16,2,4,Social
436590,213,16,0,4,Social
417026,210,16,0,4,Social
399734,223,16,0,4,Social
383674,241,16,8,4,Social
371266,240,16,0,4,Social
357943,241,16,8,4,Social
339102,235,16,0,4,Social
314412,228,11,1,4,Social
297525,229,11,0,4,Social
272940,217,11,1,4,Social
256903,215,8,4,4,Social
240119,224,8,19,4,Social
223783,226,8,14,4,Social
204466,248,7,0,4,Social
188648,276,7,3,4,Social
165652,280,7,0,4,Social
156872,287,7,0,4,Social
148873,282,7,0,4,Social
121098,292,7,0,4,Social
98288,301,7,0,4,Social
77208,310,7,1,4,Social
74354,309,6,0,4,Social
63744,309,6,2,4,Social
62820,304,6,1,4,Social
55482,309,6,6,4,Social
54039,319,8,5,4,Social
52887,324,8,0,4,Social
47109,326,2,1,4,Social
46361,331,2,0,4,Social
47666,337,2,0,4,Social
45552,345,2,6,4,Social
45940,356,2,0,4,Social
43563,346,2,0,4,Social
42492,336,2,0,4,Social
41786,345,2,2,4,Social
41019,352,2,3,4,Social
45851,354,2,0,4,Social
44303,369,2,1,4,Social
38004,376,2,3,4,Social
39892,378,2,5,4,Social
38385,403,2,0,4,Social
38079,410,2,0,4,Social
37897,434,2,0,4,Social
38322,427,2,0,4,Social
36225,413,2,0,4,Social
35217,410,2,0,4,Social
34517,407,2,0,4,Social
36120,426,3,0,4,Social
36378,435,3,6,4,Social
36595,431,3,0,4,Social
35217,430,3,0,4,Social
36811,435,3,11,4,Social
38198,440,5,4,4,Social
38599,442,6,0,4,Social
37952,454,7,11,4,Social
41600,464,5,1,4,Social
42367,468,5,25,4,Social
45359,470,5,0,4,Social
49024,463,5,2,4,Social
49174,468,5,0,4,Social
51560,468,5,7,4,Social
53776,469,5,0,4,Social
63456,483,5,21,4,Social
62491,484,5,8,4,Social
63267,490,5,62,4,Social
64752,495,6,9,4,Social
59800,499,6,17,4,Social
57841,6,0,389,1,Programmatic Display
62071,6,0,139,1,Programmatic Display
60069,6,0,171,1,Programmatic Display
46362,6,0,244,1,Programmatic Display
50728,6,0,28,1,Programmatic Display
51666,6,0,18,1,Programmatic Display
54523,7,0,16,1,Programmatic Display
55999,7,0,29,1,Programmatic Display
55916,7,0,14,1,Programmatic Display
58050,5,0,8,1,Programmatic Display
57574,5,0,50,1,Programmatic Display
54203,4,0,72,1,Programmatic Display
52877,4,0,66,1,Programmatic Display
51662,6,0,24,1,Programmatic Display
52452,13,0,4,1,Programmatic Display
47079,14,0,9,1,Programmatic Display
57167,14,0,3,1,Programmatic Display
54834,14,0,12,1,Programmatic Display
55840,14,0,26,1,Programmatic Display
57280,14,0,5,1,Programmatic Display
59674,14,0,13,1,Programmatic Display
62319,15,0,22,1,Programmatic Display
64915,15,0,3,1,Programmatic Display
67107,21,0,8,1,Programmatic Display
59964,19,0,13,1,Programmatic Display
59432,21,0,9,1,Programmatic Display
60667,22,0,3,1,Programmatic Display
65627,22,0,0,1,Programmatic Display
65478,22,0,48,1,Programmatic Display
66417,22,0,0,1,Programmatic Display
66879,22,0,0,1,Programmatic Display
62222,22,0,2,1,Programmatic Display
65126,22,0,20,1,Programmatic Display
68951,22,0,11,1,Programmatic Display
64093,22,0,10,1,Programmatic Display
62519,25,0,22,1,Programmatic Display
60990,24,0,12,1,Programmatic Display
59644,24,0,6,1,Programmatic Display
61027,24,0,15,1,Programmatic Display
54188,24,0,3,1,Programmatic Display
61202,24,0,12,1,Programmatic Display
65067,24,0,7,1,Programmatic Display
67676,24,0,6,1,Programmatic Display
72632,22,0,13,1,Programmatic Display
71851,17,0,8,1,Programmatic Display
84090,16,0,12,1,Programmatic Display
74002,17,0,7,1,Programmatic Display
76993,18,0,11,1,Programmatic Display
75981,18,0,0,1,Programmatic Display
74618,18,0,6,1,Programmatic Display
75442,18,0,1,1,Programmatic Display
72797,17,0,0,1,Programmatic Display
68045,17,0,0,1,Programmatic Display
68003,11,0,7,1,Programmatic Display
68541,10,0,2,1,Programmatic Display
68800,10,0,39,1,Programmatic Display
67565,9,0,4,1,Programmatic Display
62605,9,0,0,1,Programmatic Display
62605,9,0,0,1,Programmatic Display
61539,9,0,0,1,Programmatic Display
62567,10,0,0,1,Programmatic Display
61919,10,0,12,1,Programmatic Display
57800,10,0,6,1,Programmatic Display
52684,10,0,0,1,Programmatic Display
52323,10,0,0,1,Programmatic Display
52063,7,0,0,1,Programmatic Display
50452,7,0,0,1,Programmatic Display
52819,7,0,1,1,Programmatic Display
50719,7,0,16,1,Programmatic Display
51019,9,0,0,1,Programmatic Display
47926,9,0,12,1,Programmatic Display
43247,9,0,5,1,Programmatic Display
40881,9,0,6,1,Programmatic Display
36332,9,0,2,1,Programmatic Display
44237,7,0,12,1,Programmatic Display
36718,7,0,10,1,Programmatic Display
36866,6,0,23,1,Programmatic Display
34814,5,0,5,1,Programmatic Display
34823,6,0,12,1,Programmatic Display
35562,6,0,5,1,Programmatic Display
43540,9,0,11,1,Programmatic Display
46503,12,0,10,1,Programmatic Display
46510,15,0,4,1,Programmatic Display
44571,15,0,20,1,Programmatic Display
54079,15,0,48,1,Programmatic Display
53820,14,0,2,1,Programmatic Display
60287,14,0,17,1,Programmatic Display
60557,14,0,16,1,Programmatic Display
62103,14,0,13,1,Programmatic Display
64348,14,0,0,1,Programmatic Display
65814,14,0,13,1,Programmatic Display
69415,14,0,15,1,Programmatic Display
70181,15,1,0,1,Programmatic Display
71229,15,1,1,1,Programmatic Display
71230,15,1,19,1,Programmatic Display
72257,15,1,2,1,Programmatic Display
73302,15,1,10,1,Programmatic Display
73576,16,1,9,1,Programmatic Display
75099,17,1,50,1,Programmatic Display
79111,15,1,21,1,Programmatic Display
76231,16,1,2,1,Programmatic Display
78228,18,1,10,1,Programmatic Display
78069,18,1,14,1,Programmatic Display
81848,19,1,2,1,Programmatic Display
75374,19,1,25,1,Programmatic Display
67988,19,1,79,1,Programmatic Display
75329,20,1,29,1,Programmatic Display
77379,22,1,44,1,Programmatic Display
77725,21,1,13,1,Programmatic Display
83124,21,1,25,1,Programmatic Display
77799,27,1,42,1,Programmatic Display
80715,29,1,53,1,Programmatic Display
379545,422,20,0,1,Social
383948,420,19,0,1,Social
391819,429,18,0,1,Social
396089,396,18,7,1,Social
404848,376,18,0,1,Social
419739,437,33,22,1,Social
429203,433,38,0,1,Social
437774,402,39,2,1,Social
443516,411,39,3,1,Social
446939,419,42,4,1,Social
448444,454,42,10,1,Social
436731,441,42,4,1,Social
428752,449,42,0,1,Social
430431,461,42,3,1,Social
435560,494,44,2,1,Social
434079,491,38,0,1,Social
428742,498,36,0,1,Social
424268,518,34,17,1,Social
427599,574,34,15,1,Social
426994,605,30,0,1,Social
428757,647,31,0,1,Social
422517,670,31,0,1,Social
418299,724,31,3,1,Social
419618,757,32,0,1,Social
416862,780,33,0,1,Social
411924,810,34,20,1,Social
407565,829,34,0,1,Social
399640,861,32,0,1,Social
396644,872,32,3,1,Social
388711,886,32,3,1,Social
383049,896,32,0,1,Social
382967,916,33,7,1,Social
380450,968,34,22,1,Social
391231,1032,36,4,1,Social
386810,1065,38,10,1,Social
384927,1050,33,0,1,Social
377636,1071,30,0,1,Social
380028,1098,29,0,1,Social
374604,1105,31,0,1,Social
372646,1115,28,4,1,Social
369465,1093,38,5,1,Social
377475,1122,42,14,1,Social
377617,1131,42,13,1,Social
384830,1133,42,1,1,Social
387487,1122,40,0,1,Social
383012,1139,40,0,1,Social
389804,1134,40,0,1,Social
387048,1103,42,0,1,Social
380710,1045,42,20,1,Social
379486,1034,42,6,1,Social
376198,1003,41,1,1,Social
376931,991,41,0,1,Social
373000,964,43,0,1,Social
368190,943,42,0,1,Social
363988,938,43,1,1,Social
375471,918,42,4,1,Social
372078,905,42,0,1,Social
369208,907,42,0,1,Social
365690,926,42,0,1,Social
371232,954,45,0,1,Social
376414,949,46,1,1,Social
371995,936,46,0,1,Social
365442,881,44,1,1,Social
366966,866,42,2,1,Social
368698,908,46,0,1,Social
365520,931,37,3,1,Social
373218,950,35,0,1,Social
377434,985,36,0,1,Social
386108,998,35,0,1,Social
393207,995,35,0,1,Social
393199,981,26,9,1,Social
399202,977,22,1,1,Social
400876,961,22,4,1,Social
397108,960,22,0,1,Social
390395,949,22,21,1,Social
401087,973,22,0,1,Social
404451,989,23,4,1,Social
403230,987,21,3,1,Social
411867,1017,23,0,1,Social
414361,996,23,3,1,Social
428319,1010,23,1,1,Social
432117,1013,24,28,1,Social
447601,1019,25,0,1,Social
455773,1030,25,3,1,Social
465626,1013,22,3,1,Social
458526,1031,22,0,1,Social
463713,1042,23,1,1,Social
472608,1015,23,1,1,Social
480112,1000,24,14,1,Social
474047,967,21,0,1,Social
467498,964,20,24,1,Social
477992,965,19,0,1,Social
476161,979,19,10,1,Social
460499,943,19,0,1,Social
449367,872,13,0,1,Social
432754,795,12,1,1,Social
431083,754,15,9,1,Social
425383,712,18,0,1,Social
423436,703,20,3,1,Social
420377,707,22,0,1,Social
418928,702,22,1,1,Social
412167,699,23,1,1,Social
416190,707,27,0,1,Social
410226,698,27,0,1,Social
412600,717,28,0,1,Social
399420,699,28,0,1,Social
390883,691,29,0,1,Social
386126,694,29,0,1,Social
382317,700,27,0,1,Social
379331,707,27,0,1,Social
370700,706,32,0,1,Social
372212,731,31,0,1,Social
43974,24,1,321,2,Programmatic Display
43282,24,1,248,2,Programmatic Display
43390,24,1,114,2,Programmatic Display
46530,20,0,205,2,Programmatic Display
47120,19,0,13,2,Programmatic Display
47218,19,0,30,2,Programmatic Display
63342,25,0,32,2,Programmatic Display
62790,27,0,73,2,Programmatic Display
75991,21,0,21,2,Programmatic Display
79639,22,0,107,2,Programmatic Display
76020,21,0,1,2,Programmatic Display
78711,23,0,2,2,Programmatic Display
82312,24,0,21,2,Programmatic Display
85078,26,0,10,2,Programmatic Display
86045,23,0,22,2,Programmatic Display
84934,23,0,35,2,Programmatic Display
88292,24,0,20,2,Programmatic Display
88785,24,0,11,2,Programmatic Display
81843,29,0,10,2,Programmatic Display
85515,29,0,14,2,Programmatic Display
88756,29,0,23,2,Programmatic Display
84315,29,0,40,2,Programmatic Display
86936,31,0,37,2,Programmatic Display
90556,33,0,39,2,Programmatic Display
95031,34,0,7,2,Programmatic Display
94478,33,0,26,2,Programmatic Display
94876,33,0,38,2,Programmatic Display
95878,33,0,0,2,Programmatic Display
97475,33,0,0,2,Programmatic Display
97475,34,0,0,2,Programmatic Display
97571,34,0,0,2,Programmatic Display
101672,34,0,8,2,Programmatic Display
100961,34,0,1,2,Programmatic Display
98818,35,0,8,2,Programmatic Display
99061,35,0,0,2,Programmatic Display
101093,35,0,8,2,Programmatic Display
85299,29,0,15,2,Programmatic Display
85673,27,0,0,2,Programmatic Display
73066,24,0,12,2,Programmatic Display
71443,23,0,23,2,Programmatic Display
71681,25,0,14,2,Programmatic Display
66416,22,0,7,2,Programmatic Display
66088,21,0,60,2,Programmatic Display
62562,19,0,18,2,Programmatic Display
62687,17,0,4,2,Programmatic Display
61701,17,0,24,2,Programmatic Display
60686,16,0,15,2,Programmatic Display
60281,16,0,13,2,Programmatic Display
58605,10,0,24,2,Programmatic Display
59066,10,0,2,2,Programmatic Display
56932,10,0,1,2,Programmatic Display
54653,10,0,0,2,Programmatic Display
52081,8,0,0,2,Programmatic Display
54442,6,0,0,2,Programmatic Display
50286,5,0,0,2,Programmatic Display
49347,5,0,0,2,Programmatic Display
48949,4,0,3,2,Programmatic Display
47947,4,0,0,2,Programmatic Display
46339,4,0,0,2,Programmatic Display
46342,3,0,0,2,Programmatic Display
47852,3,0,10,2,Programmatic Display
43915,4,0,0,2,Programmatic Display
42599,4,0,0,2,Programmatic Display
40233,3,0,30,2,Programmatic Display
35793,3,0,0,2,Programmatic Display
33561,3,0,0,2,Programmatic Display
32564,5,0,1,2,Programmatic Display
31766,5,0,4,2,Programmatic Display
33866,7,0,0,2,Programmatic Display
34045,7,0,0,2,Programmatic Display
32801,5,0,0,2,Programmatic Display
31350,5,0,9,2,Programmatic Display
27676,5,0,11,2,Programmatic Display
27482,5,0,13,2,Programmatic Display
26863,5,0,6,2,Programmatic Display
26432,5,0,0,2,Programmatic Display
24914,5,0,10,2,Programmatic Display
22956,6,0,24,2,Programmatic Display
28015,6,0,9,2,Programmatic Display
31853,6,0,4,2,Programmatic Display
36406,6,0,12,2,Programmatic Display
39248,6,0,34,2,Programmatic Display
39199,6,0,4,2,Programmatic Display
33088,6,0,0,2,Programmatic Display
33651,6,0,24,2,Programmatic Display
41819,7,0,3,2,Programmatic Display
43707,7,0,27,2,Programmatic Display
45663,7,0,8,2,Programmatic Display
47653,7,0,58,2,Programmatic Display
50271,10,0,1,2,Programmatic Display
61434,14,0,16,2,Programmatic Display
61589,13,0,15,2,Programmatic Display
62057,13,0,11,2,Programmatic Display
62057,13,0,10,2,Programmatic Display
62285,14,0,10,2,Programmatic Display
64306,14,0,47,2,Programmatic Display
68160,12,0,18,2,Programmatic Display
71187,12,0,7,2,Programmatic Display
68633,18,0,6,2,Programmatic Display
68470,19,0,6,2,Programmatic Display
70720,19,0,11,2,Programmatic Display
71396,19,0,40,2,Programmatic Display
72517,20,0,39,2,Programmatic Display
73763,20,0,14,2,Programmatic Display
75952,22,0,10,2,Programmatic Display
76134,22,0,19,2,Programmatic Display
75421,22,0,28,2,Programmatic Display
80358,21,0,1,2,Programmatic Display
78875,21,0,14,2,Programmatic Display
76855,21,0,51,2,Programmatic Display
75199,21,0,25,2,Programmatic Display
75198,21,0,3,2,Programmatic Display
1171,219,17,0,2,Social
1584,221,17,0,2,Social
1584,228,14,0,2,Social
1584,215,14,0,2,Social
1584,211,12,8,2,Social
2481,208,12,0,2,Social
4188,209,12,0,2,Social
4188,212,13,0,2,Social
4188,208,13,0,2,Social
4358,220,13,0,2,Social
4358,243,13,1,2,Social
3515,226,13,0,2,Social
4157,218,13,2,2,Social
4157,216,13,0,2,Social
4157,212,13,1,2,Social
4157,213,12,0,2,Social
4157,216,12,0,2,Social
4157,224,12,0,2,Social
4094,217,12,0,2,Social
4760,205,10,30,2,Social
4760,214,17,0,2,Social
4760,220,16,1,2,Social
4760,224,20,0,2,Social
4723,252,20,0,2,Social
6433,252,16,4,2,Social
6435,255,16,0,2,Social
6435,256,17,0,2,Social
6435,247,17,0,2,Social
6435,251,17,0,2,Social
6433,240,17,0,2,Social
6433,235,17,31,2,Social
6020,232,17,0,2,Social
8937,239,20,0,2,Social
9622,259,20,0,2,Social
11036,269,21,0,2,Social
11276,296,21,0,2,Social
9569,307,21,0,2,Social
9569,344,20,0,2,Social
11881,356,20,0,2,Social
14369,340,20,0,2,Social
14645,315,21,0,2,Social
14646,318,21,0,2,Social
14319,323,21,0,2,Social
14319,325,21,0,2,Social
14319,337,21,0,2,Social
14323,341,21,4,2,Social
14323,353,21,0,2,Social
14323,361,18,0,2,Social
14099,364,19,10,2,Social
13433,372,19,0,2,Social
13436,370,32,0,2,Social
13436,400,32,0,2,Social
13441,409,29,0,2,Social
13441,382,29,0,2,Social
11731,380,28,0,2,Social
12935,377,28,0,2,Social
13499,375,27,0,2,Social
13499,375,27,4,2,Social
17012,394,27,0,2,Social
17012,388,27,0,2,Social
17022,390,27,0,2,Social
17022,398,27,7,2,Social
14105,387,24,0,2,Social
13420,369,24,0,2,Social
12006,374,23,2,2,Social
10876,366,23,0,2,Social
10883,357,23,0,2,Social
11145,319,23,0,2,Social
8921,317,23,7,2,Social
6263,317,23,0,2,Social
5988,328,22,0,2,Social
5987,345,22,1,2,Social
5672,343,22,0,2,Social
5672,342,22,8,2,Social
5744,332,22,0,2,Social
6497,328,22,0,2,Social
6497,320,22,0,2,Social
6497,305,22,3,2,Social
6495,315,21,0,2,Social
6495,324,24,1,2,Social
6492,319,4,0,2,Social
6497,302,4,2,2,Social
6492,291,3,0,2,Social
6492,302,5,0,2,Social
6492,297,5,4,2,Social
5716,305,5,1,2,Social
5152,312,5,0,2,Social
5152,302,5,0,2,Social
1639,279,5,0,2,Social
1639,286,5,0,2,Social
1629,289,6,0,2,Social
1629,285,6,0,2,Social
1629,286,6,0,2,Social
1629,290,6,0,2,Social
1629,284,7,1,2,Social
1622,272,7,0,2,Social
2945,269,7,0,2,Social
2684,264,7,0,2,Social
3257,252,7,2,2,Social
3600,246,7,0,2,Social
5578,229,7,1,2,Social
5578,209,7,0,2,Social
5608,209,7,0,2,Social
6814,208,7,0,2,Social
8437,210,7,0,2,Social
7680,210,7,0,2,Social
7680,202,7,0,2,Social
7680,197,7,0,2,Social
7680,185,7,11,2,Social
8248,172,4,25,2,Social
8248,168,4,0,2,Social
8876,147,4,0,2,Social
94618,22,1,185,3,Programmatic Display
94610,22,1,111,3,Programmatic Display
88519,22,1,488,3,Programmatic Display
88120,22,1,233,3,Programmatic Display
75013,22,1,15,3,Programmatic Display
63072,21,1,3,3,Programmatic Display
66023,24,1,18,3,Programmatic Display
65717,22,1,31,3,Programmatic Display
60987,22,1,12,3,Programmatic Display
65468,22,1,8,3,Programmatic Display
65226,21,1,8,3,Programmatic Display
47484,18,1,13,3,Programmatic Display
45523,17,1,14,3,Programmatic Display
48857,17,1,49,3,Programmatic Display
42074,13,0,22,3,Programmatic Display
45428,11,0,30,3,Programmatic Display
44648,11,0,22,3,Programmatic Display
52442,13,0,13,3,Programmatic Display
52531,12,0,9,3,Programmatic Display
56701,12,0,38,3,Programmatic Display
60648,12,0,16,3,Programmatic Display
62189,12,0,9,3,Programmatic Display
64192,12,0,47,3,Programmatic Display
65289,12,0,47,3,Programmatic Display
69691,12,0,33,3,Programmatic Display
68046,14,0,22,3,Programmatic Display
69514,14,0,7,3,Programmatic Display
70139,14,0,5,3,Programmatic Display
70139,14,0,0,3,Programmatic Display
70060,12,0,0,3,Programmatic Display
69780,11,0,0,3,Programmatic Display
77025,11,0,12,3,Programmatic Display
75426,12,0,22,3,Programmatic Display
75423,13,0,1,3,Programmatic Display
80549,13,0,25,3,Programmatic Display
84207,13,0,5,3,Programmatic Display
81258,10,0,6,3,Programmatic Display
82795,9,0,0,3,Programmatic Display
91810,9,0,11,3,Programmatic Display
85706,10,0,10,3,Programmatic Display
85901,10,0,0,3,Programmatic Display
83323,10,0,5,3,Programmatic Display
88004,12,0,4,3,Programmatic Display
84031,12,0,10,3,Programmatic Display
83556,13,0,0,3,Programmatic Display
78865,14,0,6,3,Programmatic Display
82316,16,0,28,3,Programmatic Display
76115,14,0,4,3,Programmatic Display
78219,14,0,1,3,Programmatic Display
74046,14,0,11,3,Programmatic Display
70102,13,0,4,3,Programmatic Display
68566,13,0,4,3,Programmatic Display
66563,13,0,1,3,Programmatic Display
64691,13,0,13,3,Programmatic Display
52390,13,0,4,3,Programmatic Display
51754,11,0,0,3,Programmatic Display
50286,11,0,0,3,Programmatic Display
49662,13,0,0,3,Programmatic Display
49662,13,0,0,3,Programmatic Display
49007,13,0,5,3,Programmatic Display
48548,13,0,17,3,Programmatic Display
41303,13,0,0,3,Programmatic Display
39093,13,0,0,3,Programmatic Display
39104,12,0,5,3,Programmatic Display
33394,12,0,0,3,Programmatic Display
29653,12,0,0,3,Programmatic Display
29609,12,0,0,3,Programmatic Display
28059,12,0,5,3,Programmatic Display
19146,12,0,5,3,Programmatic Display
18616,11,0,16,3,Programmatic Display
15989,11,0,1,3,Programmatic Display
22329,11,0,17,3,Programmatic Display
20370,9,0,12,3,Programmatic Display
24584,10,0,17,3,Programmatic Display
26252,10,0,13,3,Programmatic Display
27130,9,0,10,3,Programmatic Display
22972,7,0,10,3,Programmatic Display
25087,7,0,15,3,Programmatic Display
23940,7,0,4,3,Programmatic Display
28872,7,0,19,3,Programmatic Display
28869,7,0,75,3,Programmatic Display
30463,7,0,21,3,Programmatic Display
33021,7,0,1,3,Programmatic Display
42907,8,0,19,3,Programmatic Display
43299,9,0,4,3,Programmatic Display
43170,9,0,14,3,Programmatic Display
43170,9,0,9,3,Programmatic Display
43164,7,0,26,3,Programmatic Display
50804,7,0,11,3,Programmatic Display
53884,9,0,10,3,Programmatic Display
53854,9,0,4,3,Programmatic Display
54145,9,0,9,3,Programmatic Display
54390,8,0,5,3,Programmatic Display
54474,8,0,8,3,Programmatic Display
58260,8,0,17,3,Programmatic Display
59889,8,0,10,3,Programmatic Display
69281,10,0,21,3,Programmatic Display
72658,10,0,20,3,Programmatic Display
76355,12,0,23,3,Programmatic Display
76592,12,0,10,3,Programmatic Display
78253,14,0,26,3,Programmatic Display
75051,14,0,16,3,Programmatic Display
76537,14,0,27,3,Programmatic Display
74506,15,0,5,3,Programmatic Display
