return1
0.0
0.0
0.0
0.0034602076124567475
0.0
0.006920415224913495
0.0034602076124567475
0.010380622837370243
0.0034602076124567475
0.0
0.010380622837370243
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.04152249134948097
0.030276816608996542
0.11332179930795848
0.0
0.21626297577854672
0.0034602076124567475
0.0
0.06228373702422145
0.0
0.03460207612456747
0.10813148788927336
0.015570934256055362
0.0
0.004325259515570934
0.0
0.010380622837370243
0.006920415224913495
0.006920415224913495
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.029411764705882353
0.0
0.0
0.0
0.0
0.028546712802768166
0.008650519031141867
0.007785467128027681
0.08996539792387542
0.04844290657439446
0.041522491349480974
0.041522491349480974
0.03460207612456747
0.02768166089965398
0.02422145328719723
0.02422145328719723
0.020761245674740487
0.020761245674740487
0.017301038062283735
0.01384083044982699
0.006920415224913495
0.006920415224913495
0.006920415224913495
0.0034602076124567475
0.0034602076124567475
0.0034602076124567475
0.0034602076124567475
0.0034602076124567475
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0034602076124567475
0.03979238754325259
0.026816608996539794
0.011245674740484431
0.011245674740484431
0.007785467128027681
0.11764705882352941
0.09688581314878893
0.04844290657439446
0.041522491349480974
0.03806228373702422
0.03806228373702422
0.02422145328719723
0.017301038062283735
0.01384083044982699
0.01384083044982699
0.006920415224913495
0.006920415224913495
0.006920415224913495
0.006920415224913495
0.0034602076124567475
0.0034602076124567475
0.0034602076124567475
0.0034602076124567475
0.0034602076124567475
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
